Ano,Município,Grau Instrução,Salário,SaldoMov
2007,352390,01,13130,11
2007,352390,02,-13409,-23
2007,352390,03,-51306,-39
2007,352390,04,29039,117
2007,352390,05,82312,439
2007,352390,06,175214,405
2007,352390,07,1255207,1968
2007,352390,08,132054,172
2007,352390,09,944630,592
2007,352440,01,5432,16
2007,352440,02,-109847,-45
2007,352440,03,-182886,-149
2007,352440,04,23186,183
2007,352440,05,69726,187
2007,352440,06,-109734,-5
2007,352440,07,544066,1282
2007,352440,08,-85625,33
2007,352440,09,-265910,44
2007,352470,01,322,1
2007,352470,02,-1097,-2
2007,352470,03,2211,-14
2007,352470,04,48466,130
2007,352470,05,75542,521
2007,352470,06,-32888,15
2007,352470,07,429707,1904
2007,352470,08,281302,294
2007,352470,09,-2189944,105
2007,352590,01,20179,46
2007,352590,02,55845,250
2007,352590,03,-218555,15
2007,352590,04,-487630,-441
2007,352590,05,-469371,284
2007,352590,06,149466,1294
2007,352590,07,3852507,8443
2007,352590,08,139016,645
2007,352590,09,775331,843
2007,352690,01,4666,10
2007,352690,02,-18123,43
2007,352690,03,-88579,-58
2007,352690,04,-37889,145
2007,352690,05,-382592,43
2007,352690,06,-12462,303
2007,352690,07,947460,2629
2007,352690,08,68188,173
2007,352690,09,-125899,123
2007,352730,01,-708,0
2007,352730,02,-9514,-1
2007,352730,03,13208,50
2007,352730,04,-45197,-40
2007,352730,05,8272,103
2007,352730,06,29165,82
2007,352730,07,700182,1036
2007,352730,08,41173,41
2007,352730,09,132536,51
2007,352900,01,-3442,-5
2007,352900,02,-14728,7
2007,352900,03,-45910,-54
2007,352900,04,-61952,-53
2007,352900,05,-1243,125
2007,352900,06,-11514,149
2007,352900,07,717579,1393
2007,352900,08,-21864,92
2007,352900,09,-294646,71
2007,352940,01,-5765,-12
2007,352940,02,80258,113
2007,352940,03,-87430,-79
2007,352940,04,-132933,-85
2007,352940,05,-432638,-398
2007,352940,06,-7185,232
2007,352940,07,946375,2167
2007,352940,08,-118974,47
2007,352940,09,-595872,-10
2007,353060,01,8983,28
2007,353060,02,-12615,1
2007,353060,03,33454,183
2007,353060,04,956,201
2007,353060,05,-266678,-71
2007,353060,06,83542,370
2007,353060,07,2882625,5078
2007,353060,08,-136472,-67
2007,353060,09,112262,434
2007,353070,01,601,10
2007,353070,02,56731,166
2007,353070,03,-192070,-175
2007,353070,04,-122924,-62
2007,353070,05,-371556,88
2007,353070,06,-33481,8
2007,353070,07,370771,1262
2007,353070,08,22658,57
2007,353070,09,-77989,212
2007,353080,01,2662,3
2007,353080,02,-10934,4
2007,353080,03,-78567,-93
2007,353080,04,24994,223
2007,353080,05,-29948,21
2007,353080,06,72,125
2007,353080,07,356867,891
2007,353080,08,43795,53
2007,353080,09,-57813,96
2007,353440,01,30334,58
2007,353440,02,270888,510
2007,353440,03,-85769,76
2007,353440,04,-119228,435
2007,353440,05,-39010,802
2007,353440,06,38288,626
2007,353440,07,2659559,6096
2007,353440,08,200255,598
2007,353440,09,-1408023,458
2007,353650,01,-9705,-14
2007,353650,02,-18250,34
2007,353650,03,-84191,-45
2007,353650,04,272561,288
2007,353650,05,984337,983
2007,353650,06,-159327,-45
2007,353650,07,157570,603
2007,353650,08,22501,103
2007,353650,09,-339119,101
2007,353800,01,12793,27
2007,353800,02,12557,26
2007,353800,03,37686,62
2007,353800,04,-24394,-25
2007,353800,05,24224,53
2007,353800,06,-85400,-26
2007,353800,07,1022790,1547
2007,353800,08,63939,103
2007,353800,09,116492,135
2007,353870,01,14490,22
2007,353870,02,-8515,148
2007,353870,03,-302638,-96
2007,353870,04,14169,523
2007,353870,05,-185009,793
2007,353870,06,39018,540
2007,353870,07,2670367,5138
2007,353870,08,58124,299
2007,353870,09,492601,638
2007,353980,01,-33703,-65
2007,353980,02,-61251,-114
2007,353980,03,-123496,-187
2007,353980,04,3874,20
2007,353980,05,32301,158
2007,353980,06,-35580,236
2007,353980,07,1224105,1985
2007,353980,08,48877,41
2007,353980,09,1445700,629
2007,354100,01,16369,25
2007,354100,02,-26071,-17
2007,354100,03,-16221,-11
2007,354100,04,-119419,-104
2007,354100,05,-8281,49
2007,354100,06,35634,198
2007,354100,07,218483,848
2007,354100,08,-8521,34
2007,354100,09,47792,-7
2007,354140,01,-14833,-1
2007,354140,02,-170688,16
2007,354140,03,-203168,-46
2007,354140,04,-394201,-205
2007,354140,05,-313170,-97
2007,354140,06,-89015,160
2007,354140,07,201762,1776
2007,354140,08,-15602,118
2007,354140,09,-231365,110
2007,354340,01,-6663,-14
2007,354340,02,394624,907
2007,354340,03,-77846,328
2007,354340,04,142593,687
2007,354340,05,-293453,812
2007,354340,06,-250574,199
2007,354340,07,2255830,5883
2007,354340,08,138327,536
2007,354340,09,-414061,532
2007,354390,01,-10221,-10
2007,354390,02,-13865,-3
2007,354390,03,-4632,-12
2007,354390,04,-106988,-34
2007,354390,05,-240782,-21
2007,354390,06,99235,365
2007,354390,07,1955404,4007
2007,354390,08,-46442,72
2007,354390,09,-374777,95
2007,354520,01,794,1
2007,354520,02,-32999,-24
2007,354520,03,-60654,-49
2007,354520,04,-61018,-42
2007,354520,05,-201842,-78
2007,354520,06,2877,124
2007,354520,07,483999,996
2007,354520,08,-15791,41
2007,354520,09,-51382,126
2007,354580,01,-2952,-1
2007,354580,02,-424394,-455
2007,354580,03,-221582,-170
2007,354580,04,-63418,-45
2007,354580,05,76866,555
2007,354580,06,-52747,150
2007,354580,07,734915,1283
2007,354580,08,86378,69
2007,354580,09,118306,121
2007,354730,01,7824,-2
2007,354730,02,22991,59
2007,354730,03,-86873,-150
2007,354730,04,7226,0
2007,354730,05,-43641,16
2007,354730,06,151936,416
2007,354730,07,153081,879
2007,354730,08,179246,254
2007,354730,09,1112194,558
2007,354780,01,73642,174
2007,354780,02,-74471,90
2007,354780,03,11437,439
2007,354780,04,-177877,152
2007,354780,05,619,935
2007,354780,06,-115955,567
2007,354780,07,4515194,7537
2007,354780,08,-149271,166
2007,354780,09,789570,744
2007,354850,01,26203,26
2007,354850,02,3243,26
2007,354850,03,-179073,-131
2007,354850,04,-437389,-215
2007,354850,05,-522984,160
2007,354850,06,-140866,276
2007,354850,07,1018010,4355
2007,354850,08,-206740,191
2007,354850,09,-1022138,199
2007,354870,01,1053,25
2007,354870,02,-283101,-18
2007,354870,03,-856156,-279
2007,354870,04,-959208,-467
2007,354870,05,-1319060,385
2007,354870,06,-74744,1851
2007,354870,07,5937377,11223
2007,354870,08,-305943,415
2007,354870,09,350418,1192
2007,354880,01,4354,7
2007,354880,02,-179024,-157
2007,354880,03,-599922,-150
2007,354880,04,-465409,-313
2007,354880,05,-1472178,-1134
2007,354880,06,-55198,243
2007,354880,07,2082188,3648
2007,354880,08,291072,316
2007,354880,09,1462665,-172
2007,354890,01,-5709,-1
2007,354890,02,-11588,13
2007,354890,03,-249244,-392
2007,354890,04,90987,238
2007,354890,05,84083,568
2007,354890,06,-26866,189
2007,354890,07,553308,1542
2007,354890,08,78435,140
2007,354890,09,-76121,319
2007,354980,01,4748,9
2007,354980,02,2684,38
2007,354980,03,-283783,-227
2007,354980,04,-236488,-81
2007,354980,05,-430960,428
2007,354980,06,-372607,25
2007,354980,07,1009915,4676
2007,354980,08,-15156,395
2007,354980,09,-33106,722
2007,354990,01,39695,63
2007,354990,02,1051330,1350
2007,354990,03,478109,590
2007,354990,04,52781,371
2007,354990,05,-723032,299
2007,354990,06,-302469,218
2007,354990,07,5679448,10293
2007,354990,08,151315,601
2007,354990,09,140863,1147
2007,355030,01,637287,1002
2007,355030,02,-485626,1573
2007,355030,03,-4473266,-328
2007,355030,04,-3369289,5963
2007,355030,05,-2789106,16736
2007,355030,06,583402,16004
2007,355030,07,67799589,146958
2007,355030,08,6506934,15899
2007,355030,09,35213352,30643
2007,355070,01,6991,9
2007,355070,02,-16692,-13
2007,355070,03,-59733,-61
2007,355070,04,-120206,-75
2007,355070,05,-152651,-20
2007,355070,06,46482,71
2007,355070,07,48125,435
2007,355070,08,22956,49
2007,355070,09,15902,31
2007,355100,01,-10072,-16
2007,355100,02,-42055,-30
2007,355100,03,-82728,-56
2007,355100,04,-116095,-39
2007,355100,05,-186872,204
2007,355100,06,-74349,259
2007,355100,07,461765,1682
2007,355100,08,14042,73
2007,355100,09,-159765,76
2007,355170,01,5115,12
2007,355170,02,-127476,-142
2007,355170,03,128269,576
2007,355170,04,686819,786
2007,355170,05,838300,883
2007,355170,06,633090,843
2007,355170,07,1616366,1929
2007,355170,08,111047,110
2007,355170,09,435869,315
2007,355220,01,1723,12
2007,355220,02,-46356,-14
2007,355220,03,-201864,-166
2007,355220,04,-245265,-80
2007,355220,05,-83177,719
2007,355220,06,-132966,362
2007,355220,07,3808041,6967
2007,355220,08,33338,220
2007,355220,09,-52467,594
2007,355240,01,2094,1
2007,355240,02,-30322,-36
2007,355240,03,1072,25
2007,355240,04,-81525,-25
2007,355240,05,-8912,14
2007,355240,06,-44523,261
2007,355240,07,2150087,2625
2007,355240,08,63756,90
2007,355240,09,654482,258
2007,355250,01,-4806,6
2007,355250,02,-49717,-47
2007,355250,03,-81672,-72
2007,355250,04,-204474,-201
2007,355250,05,-191945,-81
2007,355250,06,-99625,42
2007,355250,07,295324,1139
2007,355250,08,8585,131
2007,355250,09,36094,410
2007,355280,01,-898,8
2007,355280,02,128630,239
2007,355280,03,-104470,-128
2007,355280,04,98988,507
2007,355280,05,136686,679
2007,355280,06,125923,451
2007,355280,07,1150770,2350
2007,355280,08,3429,127
2007,355280,09,-142463,169
2007,355410,01,4741,8
2007,355410,02,-139425,-190
2007,355410,03,-109815,-50
2007,355410,04,-230799,-224
2007,355410,05,-330278,5
2007,355410,06,-118103,106
2007,355410,07,1392876,3235
2007,355410,08,175790,283
2007,355410,09,411081,356
2007,355620,01,19345,31
2007,355620,02,-17498,-9
2007,355620,03,-46034,-34
2007,355620,04,-40571,9
2007,355620,05,-406403,-507
2007,355620,06,8506,117
2007,355620,07,828773,1441
2007,355620,08,104281,154
2007,355620,09,291008,137
2007,355670,01,4382,9
2007,355670,02,-24341,-26
2007,355670,03,-82999,-103
2007,355670,04,1880,133
2007,355670,05,-46166,142
2007,355670,06,-26850,26
2007,355670,07,496321,1217
2007,355670,08,-29946,56
2007,355670,09,126227,165
2007,410180,01,772,-2
2007,410180,02,-5002,8
2007,410180,03,-29428,-5
2007,410180,04,-128979,3
2007,410180,05,-64707,124
2007,410180,06,50903,257
2007,410180,07,48959,944
2007,410180,08,30344,63
2007,410180,09,266944,120
2007,410480,01,16200,35
2007,410480,02,84552,203
2007,410480,03,19985,217
2007,410480,04,56414,563
2007,410480,05,-200582,229
2007,410480,06,9012,686
2007,410480,07,364295,1991
2007,410480,08,-22599,113
2007,410480,09,216999,416
2007,410690,01,435786,1020
2007,410690,02,37142,176
2007,410690,03,-389665,-140
2007,410690,04,-56690,1186
2007,410690,05,-1554513,1152
2007,410690,06,-755425,1883
2007,410690,07,5623210,19640
2007,410690,08,33995,2173
2007,410690,09,-3245311,3482
2007,410830,01,23139,45
2007,410830,02,-33452,-11
2007,410830,03,-75957,-69
2007,410830,04,-234399,-276
2007,410830,05,-180401,-102
2007,410830,06,184016,663
2007,410830,07,-11239,875
2007,410830,08,-47179,98
2007,410830,09,-529351,129
2007,410940,01,9217,14
2007,410940,02,-16502,9
2007,410940,03,-6577,22
2007,410940,04,69955,190
2007,410940,05,88639,246
2007,410940,06,6523,169
2007,410940,07,-132640,97
2007,410940,08,-17406,34
2007,410940,09,-284963,-78
2007,411370,01,-27180,-39
2007,411370,02,-68729,-59
2007,411370,03,-382552,-499
2007,411370,04,-4234,473
2007,411370,05,141596,961
2007,411370,06,-31083,878
2007,411370,07,182529,3146
2007,411370,08,63471,536
2007,411370,09,-583625,594
2007,411520,01,7397,19
2007,411520,02,-110209,-178
2007,411520,03,-298841,-284
2007,411520,04,-269987,23
2007,411520,05,-388215,310
2007,411520,06,-32891,741
2007,411520,07,1099052,4192
2007,411520,08,138879,541
2007,411520,09,-10360,543
2007,411820,01,5008,13
2007,411820,02,1170,19
2007,411820,03,-29879,-29
2007,411820,04,-69875,21
2007,411820,05,-144158,-78
2007,411820,06,111360,403
2007,411820,07,38243,515
2007,411820,08,16447,94
2007,411820,09,259679,106
2007,411915,01,-7248,-11
2007,411915,02,-30355,-14
2007,411915,03,-66291,12
2007,411915,04,47852,145
2007,411915,05,64421,336
2007,411915,06,184074,328
2007,411915,07,1377566,2278
2007,411915,08,109310,99
2007,411915,09,158311,138
2007,411990,01,-13439,-15
2007,411990,02,187436,398
2007,411990,03,-58514,22
2007,411990,04,127436,152
2007,411990,05,241919,681
2007,411990,06,111141,301
2007,411990,07,762680,2071
2007,411990,08,12102,113
2007,411990,09,124605,296
2007,412550,01,14623,22
2007,412550,02,17122,66
2007,412550,03,-32675,37
2007,412550,04,-28595,257
2007,412550,05,-354324,-67
2007,412550,06,667738,1276
2007,412550,07,1621511,3651
2007,412550,08,-70754,171
2007,412550,09,-1046139,462
2007,412770,01,-7815,-2
2007,412770,02,-14789,14
2007,412770,03,-45195,-32
2007,412770,04,-1258650,-590
2007,412770,05,117843,885
2007,412770,06,66307,506
2007,412770,07,235543,915
2007,412770,08,-1005,102
2007,412770,09,-132740,132
2007,420240,01,-1741,14
2007,420240,02,-66693,11
2007,420240,03,-274355,-211
2007,420240,04,-320497,116
2007,420240,05,-669736,184
2007,420240,06,-226572,639
2007,420240,07,527950,3041
2007,420240,08,70598,736
2007,420240,09,-281932,495
2007,420290,01,2124,9
2007,420290,02,9983,17
2007,420290,03,-61474,35
2007,420290,04,-105969,124
2007,420290,05,-95535,362
2007,420290,06,-66806,204
2007,420290,07,501063,1394
2007,420290,08,-47366,80
2007,420290,09,-47417,60
2007,420420,01,7761,18
2007,420420,02,133138,296
2007,420420,03,172347,429
2007,420420,04,97206,528
2007,420420,05,80630,731
2007,420420,06,50694,531
2007,420420,07,691233,2462
2007,420420,08,105077,371
2007,420420,09,302365,211
2007,420460,01,5933,5
2007,420460,02,-16649,-11
2007,420460,03,-97293,-98
2007,420460,04,-213347,-209
2007,420460,05,-89751,86
2007,420460,06,-47950,146
2007,420460,07,136028,1012
2007,420460,08,-14283,177
2007,420460,09,-136031,129
2007,420540,01,41955,87
2007,420540,02,-53659,75
2007,420540,03,-207171,-65
2007,420540,04,-297561,150
2007,420540,05,-569024,18
2007,420540,06,202945,1148
2007,420540,07,1386136,4613
2007,420540,08,279126,890
2007,420540,09,823394,1289
2007,420820,01,520,12
2007,420820,02,-79552,-100
2007,420820,03,-180644,125
2007,420820,04,-306422,30
2007,420820,05,-505325,-159
2007,420820,06,-18748,475
2007,420820,07,420889,2438
2007,420820,08,131896,509
2007,420820,09,-605789,69
2007,420890,01,-3005,-3
2007,420890,02,30178,90
2007,420890,03,-36589,38
2007,420890,04,35470,285
2007,420890,05,183794,864
2007,420890,06,352575,1038
2007,420890,07,1238011,3089
2007,420890,08,38228,252
2007,420890,09,-392749,388
2007,420910,01,-38803,-22
2007,420910,02,10384,105
2007,420910,03,-156232,33
2007,420910,04,-296327,292
2007,420910,05,-144555,1399
2007,420910,06,-779787,691
2007,420910,07,1292296,6245
2007,420910,08,126208,777
2007,420910,09,-596941,797
2007,420930,01,4354,14
2007,420930,02,-62905,-103
2007,420930,03,-202093,-339
2007,420930,04,15284,154
2007,420930,05,-163502,-105
2007,420930,06,-54900,0
2007,420930,07,129618,727
2007,420930,08,-59951,19
2007,420930,09,62671,59
2007,421660,01,20154,45
2007,421660,02,77610,194
2007,421660,03,96626,481
2007,421660,04,-49899,133
2007,421660,05,-179574,344
2007,421660,06,-25877,517
2007,421660,07,1509461,3609
2007,421660,08,206182,533
2007,421660,09,284408,392
2007,430210,01,-629,9
2007,430210,02,-11846,-7
2007,430210,03,-35601,-17
2007,430210,04,4211,213
2007,430210,05,48278,348
2007,430210,06,55470,370
2007,430210,07,310109,1084
2007,430210,08,-12579,216
2007,430210,09,-144609,114
2007,430310,01,2476,9
2007,430310,02,-16434,-61
2007,430310,03,-56665,-96
2007,430310,04,-76916,-23
2007,430310,05,-13660,206
2007,430310,06,-6100,240
2007,430310,07,-318435,686
2007,430310,08,39992,155
2007,430310,09,183539,131
2007,430460,01,28696,33
2007,430460,02,-53798,-38
2007,430460,03,46725,135
2007,430460,04,-133002,293
2007,430460,05,-329209,61
2007,430460,06,-7071,286
2007,430460,07,161048,1757
2007,430460,08,74594,285
2007,430460,09,-169881,136
2007,430510,01,25171,15
2007,430510,02,-92500,5
2007,430510,03,-217068,-45
2007,430510,04,-249505,651
2007,430510,05,786139,2423
2007,430510,06,-63824,952
2007,430510,07,2464310,5987
2007,430510,08,494830,1227
2007,430510,09,-299498,455
2007,430920,01,-1751,-2
2007,430920,02,32328,77
2007,430920,03,54287,164
2007,430920,04,67188,308
2007,430920,05,-49385,332
2007,430920,06,56529,371
2007,430920,07,1045643,2553
2007,430920,08,-135667,94
2007,430920,09,-416796,51
2007,430930,01,2323,3
2007,430930,02,-26751,-27
2007,430930,03,-35804,-65
2007,430930,04,1111,132
2007,430930,05,-1955,73
2007,430930,06,3159,57
2007,430930,07,48464,339
2007,430930,08,26948,48
2007,430930,09,-39474,21
2007,431340,01,1032,8
2007,431340,02,-153713,-211
2007,431340,03,-208057,-59
2007,431340,04,-422468,-127
2007,431340,05,-161435,507
2007,431340,06,-235744,127
2007,431340,07,272425,1872
2007,431340,08,-311614,60
2007,431340,09,-477358,19
2007,431410,01,1705,6
2007,431410,02,9498,58
2007,431410,03,52366,122
2007,431410,04,105767,335
2007,431410,05,26835,135
2007,431410,06,22139,229
2007,431410,07,414152,1239
2007,431410,08,83852,246
2007,431410,09,-203980,143
2007,431440,01,8004,20
2007,431440,02,15438,67
2007,431440,03,-86107,-82
2007,431440,04,264523,1041
2007,431440,05,-139698,114
2007,431440,06,-82845,90
2007,431440,07,23219,910
2007,431440,08,281158,419
2007,431440,09,-664979,92
2007,431490,01,18422,62
2007,431490,02,-12697,384
2007,431490,03,-46272,329
2007,431490,04,-553243,764
2007,431490,05,-962275,2006
2007,431490,06,-533169,1480
2007,431490,07,1237758,11223
2007,431490,08,-148534,2116
2007,431490,09,-1102645,1619
2007,431560,01,-9530,-11
2007,431560,02,-221797,-152
2007,431560,03,-5984,22
2007,431560,04,-118238,-5
2007,431560,05,-56864,136
2007,431560,06,52322,302
2007,431560,07,539835,1016
2007,431560,08,23635,77
2007,431560,09,-18841,102
2007,431680,01,885,7
2007,431680,02,-44779,-11
2007,431680,03,-81950,-34
2007,431680,04,-147427,49
2007,431680,05,-56578,253
2007,431680,06,-74327,155
2007,431680,07,-1080834,-1222
2007,431680,08,-150207,156
2007,431680,09,-460419,21
2007,431690,01,-8573,-20
2007,431690,02,-60147,-111
2007,431690,03,-22841,-28
2007,431690,04,-116138,-51
2007,431690,05,-20973,139
2007,431690,06,-34082,80
2007,431690,07,-57197,1025
2007,431690,08,71670,203
2007,431690,09,-215519,197
2007,431870,01,539,-17
2007,431870,02,-76354,-60
2007,431870,03,-139980,-205
2007,431870,04,-179189,89
2007,431870,05,-49555,302
2007,431870,06,-91874,141
2007,431870,07,208288,837
2007,431870,08,53110,189
2007,431870,09,280243,366
2007,432200,01,-22834,-7
2007,432200,02,47038,45
2007,432200,03,33736,35
2007,432200,04,65106,103
2007,432200,05,21691,20
2007,432200,06,17843,47
2007,432200,07,174519,340
2007,432200,08,-26437,17
2007,432200,09,-212578,-6
2007,500270,01,25847,52
2007,500270,02,43642,403
2007,500270,03,-90276,0
2007,500270,04,-344297,-19
2007,500270,05,-503333,254
2007,500270,06,-175389,560
2007,500270,07,926696,4014
2007,500270,08,-115152,25
2007,500270,09,408318,597
2007,500370,01,782,0
2007,500370,02,568,105
2007,500370,03,-114275,-84
2007,500370,04,-138809,76
2007,500370,05,-174204,-114
2007,500370,06,-104650,165
2007,500370,07,-13067,860
2007,500370,08,-104432,-9
2007,500370,09,-99870,79
2007,500830,01,9985,20
2007,500830,02,97461,218
2007,500830,03,964246,1628
2007,500830,04,276642,582
2007,500830,05,51354,563
2007,500830,06,81201,341
2007,500830,07,234398,491
2007,500830,08,3043,53
2007,500830,09,123102,97
2007,510340,01,26123,68
2007,510340,02,25224,86
2007,510340,03,-174717,-123
2007,510340,04,-110083,79
2007,510340,05,101478,570
2007,510340,06,159274,999
2007,510340,07,817366,3588
2007,510340,08,4389,406
2007,510340,09,558616,666
2007,510760,01,-6311,-2
2007,510760,02,-86915,-39
2007,510760,03,-62402,-18
2007,510760,04,-91252,242
2007,510760,05,-161362,127
2007,510760,06,-102986,105
2007,510760,07,108861,666
2007,510760,08,12827,155
2007,510760,09,18626,205
2007,510840,01,4292,14
2007,510840,02,21496,43
2007,510840,03,2627,54
2007,510840,04,27019,188
2007,510840,05,20667,187
2007,510840,06,89455,454
2007,510840,07,766675,1779
